original,simplification1,simplification2,question,options,answer,orig_id,simp_pair_id
Auf der ganzen Welt sind schon hunderttausende Menschen von Corona-Virus krank geworden.,"Viele Menschen sind krank. Das ist das Corona-Virus. Es gibt schon 100.000 Menschen, die krank sind.",Der Corona-Virus hat sich auf der ganzen Welt schon bei mehr als 100.000 Menschen gezeigt.,1,y,1,uid_apa_test_752,r3_pid_apa4
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Im Tiergarten Schönbrunn in Wien gibt es 4 Geparden-Babys. Das ist ein Rekord. Die Mutter heißt Afra.,Im Tiergarten Schönbrunn hat das Geparden-Weibchen Afra 4 Geparden-Babys auf die Welt gebracht.,1,y,4,uid_apa_test_250,r3_pid_apa127
Dabei wurde er von einem weiteren umstürzenden Baum getroffen und getötet.,Dabei wurde er von einem anderen Baum getroffen und getötet.,Dann fiel auch ein Baum auf den Mann. So wurde der Mann tot.,4,y,3,uid_apa_test_671,r3_pid_apa14
Am 11. September 2001 flogen Terroristen mit 2 Flugzeugen absichtlich in die 2 Hochhäuser des World Trade Center.,Am 11. September 2001 flogen Terroristen 2 Flugzeuge in die 2 Türme des World Trade Center.,Am 11. September sind 2 Flugzeuge in die Twin Towers geflogen.,3,n,5,uid_apa_test_374,r3_pid_apa215
"Am 4. Juni 1989 tötete die chinesische Armee viele Menschen, die am Tiananmen-Platz in Peking für mehr Demokratie demonstriert haben.",Vor 32 Jahren hat die chinesische Armee viele Menschen getötet. Sie wollten mehr Demokratie.,Am Tiananmen-Platz in Peking wurde am 4. Juni 1989 für mehr Demokratie demonstriert.,3,n,1,uid_apa_test_32,r3_pid_apa267
Als erster Mensch in den USA bekam die Krankenschwester Sandra Lindsay die Impfung.,Die erste Person in den USA hat die Impfung bekommen. Das war eine Krankenschwester. Sie heißt Sandra Lindsay. Sie ist eine von den vielen Menschen in New York.,"In den USA war die Krankenschwester Sandra Lindsay die erste Person, die die Impfung bekam.",4,n,13,uid_apa_test_50,r3_pid_apa88
"Die österreichischen Haushalte sparten laut vorläufigen Zahlen 31,9 Milliarden Euro.",Die Österreicher haben 2020 weniger Geld ausgegeben. Sie haben 31 Milliarden Euro gespart.,"Die Österreicher sparten laut vorläufigen Zahlen 31,9 Milliarden Euro.",3,n,4,uid_apa_test_367,r3_pid_apa222
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Am 22. Juni brachte Afra im Wiener Tiergarten 4 Babys auf die Welt.,Afra hat 4 Geparden-Babys. Das hat sie am 22. Juni im Wiener Tiergarten Schönbrunn gemacht. Afra ist ein Geparden-Weibchen.,4,n,6,uid_apa_test_250,r3_pid_apa251
Dadurch ist Thiem bereits für das Halbfinale qualifiziert.,Deshalb ist Thiem bereits für das Halbfinale qualifiziert.,Jetzt ist Thiem schon im Halbfinale. Es spielt aber noch gegen jemand anderen.,3,y,5,uid_apa_test_311,r3_pid_apa257
Dabei wurde er von einem weiteren umstürzenden Baum getroffen und getötet.,Er hat sich bei dem Unfall verletzt. Dann ist er von einem Baum getroffen worden.,Ein Baum stürzte auf ihn.,3,y,10,uid_apa_test_671,r3_pid_apa177
"2019 waren 6 Kinder unter den Todesopfern, während im Jahr 2018 kein Kind beim Zu-Fuß-Gehen im Straßenverkehr starb.",2019 waren 6 Kinder beim Zu-Fuß-Gehen. Sie sind im Straßen-Verkehr gestorben. 2018 starben keine Kinder.,Im Jahr 2019 starben 6 Kinder. Im Jahr 2018 gab es bei Kindern im Straßen-Verkehr kein Unfall-Todesfall.,4,y,2,uid_apa_test_710,r3_pid_apa64
Am Dienstag hat es in Österreich einen weiteren Rückgang bei den am Corona-Virus erkrankten Menschen gegeben.,Viele Menschen sind krank. Das sagt man Corona-Virus. Das Virus hat auch viele Leute in Österreich krank gemacht. Am Dienstag ist aber eine gute Nachricht. Es ist nicht mehr so viele Menschen krank.,Am Dienstag ist in Österreich die Zahl der Corona-Kranken wieder zurückgegangen.,1,y,22,uid_apa_test_462,r3_pid_apa141
Es stammt vom italienischen Künstler Leonardo da Vinci und ist rund 500 Jahre alt.,Das Bild ist rund 500 Jahre alt. Es stammt vom italienischen Künstler Leonardo da Vinci.,Es ist fast 500 Jahre alt. Es stammt von einem Künstler aus Italien. Der Künstler heißt Leonardo da Vinci.,3,y,4,uid_apa_test_46,r3_pid_apa91
Der 65. Eurovision Song Contest soll vom 12. bis 16. Mai in der Stadt Rotterdam in den Niederlanden stattfinden.,Der Eurovision Song Contest findet von 12. bis 16. Mai statt.,Am 12. Mai ist in Rotterdam in den Niederlanden der Eurovision Song Contest.,3,n,2,uid_apa_test_696,r3_pid_apa55
Bei den Buben wurden neben Paul auch gerne die Namen David und Jakob gewählt.,"Bei den Buben sind die Namen Paul, David und Jakob besonders beliebt.",Viele Jungs heißen Paul. Aber auch David und Jakob sind beliebte Namen.,1,y,0,uid_apa_test_423,r3_pid_apa167
"Generell empfiehlt die Regierung, Freunde und Bekannte derzeit nicht mehr zu treffen.",Die Regierung sagt auch: Man soll sich jetzt nicht mehr mit Freunden treffen.,Generell soll man Freunde und Bekannte derzeit nicht mehr treffen.,1,n,3,uid_apa_test_138,r3_pid_apa240
Am 11. September 2001 flogen Terroristen mit 2 Flugzeugen absichtlich in die 2 Hochhäuser des World Trade Center.,Am 11. September 2001. Es war ein sehr schlimmes Ereignis. Terroristen flogen mit 2 Flugzeugen in die Twin Towers. Das sind die 2 Hoch-Häuser des World Trade Center. Sie flogen absichtlich in die Hoch-Häuser. Das war ein Terror-Anschlag.,Am 11. September 2001 flogen Flugzeuge in 2 Hochhäuser des World Trade Center. 2 Terroristen steuerten diese Flugzeuge absichtlich hinein.,4,y,18,uid_apa_test_374,r3_pid_apa17
Das russische Parlament hat eine Änderung der Verfassung beschlossen.,Das russische Parlament hat die Verfassung geändert.,In Russland hat das Parlament die Verfassung geändert.,3,y,1,uid_apa_test_416,r3_pid_apa239
"Als Opposition gelten alle Parteien, die im Parlament vertreten sind, aber nicht der Regierung angehören.","Opposition ist eine Partei, die nicht Regierung ist. Die Opposition verteidigt die Menschen, indem sie der Regierung widerspricht.","Als Opposition nennt man alle Parteien. Sie gehören aber nicht zur Regierung. Die Opposition will aber, dass die Regierung besser wird. Die Opposition will auch, dass die Regierung die Dinge besser macht.",4,n,14,uid_apa_test_0,r3_pid_apa19
Ende Mai hatten 45.000 Arbeitslose wieder einen Job gefunden.,Im Mai konnten 45.000 Arbeitslose wieder einen Job finden.,Insgesamt haben 45.000 Menschen wieder einen Job. Das sind 30.000 mehr als im April.,4,n,5,uid_apa_test_125,r3_pid_apa154
"Der neue Impfstoff von Oxford und AstraZeneca ist nicht ganz so wirksam, er kann aber leichter gelagert werden.",Der neue Impfstoff ist nicht so wirksam. Er kann aber leichter aufbewahrt werden.,Der neue Impfstoff ist nicht so gut wie der alte. Er kann aber leichter gelagert werden.,4,y,3,uid_apa_test_379,r3_pid_apa292
"Der neue Impfstoff von Oxford und AstraZeneca ist nicht ganz so wirksam, er kann aber leichter gelagert werden.",Der Impfstoff ist nicht so gut wie der von Biontech. Man kann ihn aber einfacher lagern.,"Dieser Impfstoff ist etwas weniger wirksam als der von Pfizer und BionTech. Er muss aber nicht bei minus 70 Grad gelagert werden, sondern nur bei minus 20 Grad.",1,n,12,uid_apa_test_379,r3_pid_apa246
"Auch spazieren gehen darf man nur alleine oder mit den Menschen, mit denen man zusammen lebt.","Auch spazieren gehen darf man nur alleine oder mit Menschen, mit denen man zusammen lebt.",Man kann auch spazieren gehen. Aber nur alleine oder mit der Familie.,1,y,3,uid_apa_test_653,r3_pid_apa207
